,Location Name,Phone Number,Street Address,City,State,Website,Insurance Accepted,Walk-Ins Accepted,Last Updated,Latitude,Longitude
36794,Walmart Inc #Oct-66,801-294-6168,221 W Parrish Ln,Centerville,UT,https://www.walmart.com/store/3366,True,True,2024-08-01,40.918923,-111.883315
36798,MinuteClinic #21790,1-866-389-2727,7334 S LINDBERGH BLVD,SAINT LOUIS,MO,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,38.505809,-90.327252
36818,SAV-ON PHARMACY #833,856-507-1109,301 S. MAIN ROAD,Vineland,NJ,https://www.acmemarkets.com/vaccinations/home,True,True,2024-08-01,39.480495,-75.00031
36837,"CVS Pharmacy, Inc. #9686",323-938-9001,4707 VENICE BLVD,LOS ANGELES,CA,https://www.cvs.com/store-locator/details-directions/009686,True,True,2024-08-01,34.047339,-118.339346
36838,"CVS Pharmacy, Inc. #9309",928-763-6822,4744 S. HWY 95,FORT MOHAVE,AZ,https://www.cvs.com/store-locator/details-directions/009309,True,True,2024-08-01,35.019105,-114.597299
36839,SAFEWAY PHARMACY #2941,925-689-8466,707 Contra Costa Blvd.,Pleasant Hill,CA,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,37.971259,-122.06155
36840,VONS PHARMACY #3208,626-446-9261,745 W. Naomi Ave,Arcadia,CA,https://www.vons.com/vaccinations/home,True,True,2024-08-01,34.125029,-118.057667
36847,"CVS Pharmacy, Inc. #17552",661-617-2001,2901 MING AVE,BAKERSFIELD,CA,https://www.cvs.com/store-locator/details-directions/017552,True,True,2024-08-01,35.336658,-119.035991
36852,Rite Aid #RA105459,323-562-4613,6959 EASTERN AVENUE,BELL GARDENS,CA,https://www.riteaid.com,True,False,2024-08-01,33.96957,-118.166118
36856,Rite Aid #RA103656,845-278-5251,1511 ROUTE 22 SUITE A,BREWSTER,NY,https://www.riteaid.com,True,False,2024-08-01,41.419682,-73.577852
36871,"CVS Pharmacy, Inc. #16937",760-482-5407,2295 N IMPERIAL AVE,EL CENTRO,CA,https://www.cvs.com/store-locator/details-directions/016937,True,True,2024-08-01,32.813749,-115.567183
36880,"CVS Pharmacy, Inc. #9610",951-242-3596,12280 PERRIS BLVD,MORENO VALLEY,CA,https://www.cvs.com/store-locator/details-directions/009610,True,True,2024-08-01,33.942051,-117.224711
36881,MinuteClinic #21795,1-866-389-2727,9915 PARK CEDAR DR,CHARLOTTE,NC,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,35.094522,-80.86554
36893,H-E-B #668,254-547-9755,2990 EAST HWY 190,COPPERAS COVE,TX,https://vaccine.heb.com/,False,True,2024-08-01,31.118658,-97.864437
36895,"CVS Pharmacy, Inc. #1966",203-458-1444,"1057 BOSTON POST ROAD,",GUILFORD,CT,https://www.cvs.com/store-locator/details-directions/001966,True,True,2024-08-01,41.287781,-72.684245
36896,"CVS Pharmacy, Inc. #3812",336-744-2321,5471 UNIVERSITY PKWY.,WINSTON-SALEM,NC,https://www.cvs.com/store-locator/details-directions/003812,True,True,2024-08-01,36.170786,-80.276835
36899,Walmart Inc #10-1569,606-759-5050,240 Wal Mart Way,Maysville,KY,https://www.walmart.com/store/1569,True,True,2024-08-01,38.620878,-83.787289
36907,"CVS Pharmacy, Inc. #5288",985-652-6677,1500 W AIRLINE HWY,LA PLACE,LA,https://www.cvs.com/store-locator/details-directions/005288,True,True,2024-08-01,30.073222,-90.495702
36923,Rite Aid #RA105952,510-339-2215,1991 MOUNTAIN BOULEVARD,OAKLAND,CA,https://www.riteaid.com,True,False,2024-08-01,37.827383,-122.210387
36925,"CVS Pharmacy, Inc. #864",856-456-8500,455 S. BROADWAY,GLOUCESTER CITY,NJ,https://www.cvs.com/store-locator/details-directions/000864,True,True,2024-08-01,39.887953,-75.121313
36933,SAV-ON PHARMACY #4163,817-472-6458,5950 SOUTH COOPER STREET,Arlington,TX,https://www.albertsons.com/vaccinations/home,True,True,2024-08-01,32.649214,-97.137116
36938,Rite Aid #RA105396,541-523-2138,1217 CAMPBELL STREET,BAKER CITY,OR,https://www.riteaid.com,True,True,2024-08-01,44.780785,-117.819894
36939,Rite Aid #RA101014,724-459-5938,200 RESORT PLAZA DRIVE,BLAIRSVILLE,PA,https://www.riteaid.com,True,False,2024-08-01,40.44243,-79.228506
36950,"CVS Pharmacy, Inc. #1624",717-545-4229,5001 JONESTOWN ROAD,HARRISBURG,PA,https://www.cvs.com/store-locator/details-directions/001624,True,True,2024-08-01,40.307103,-76.804992
36959,"CVS Pharmacy, Inc. #2379",305-554-4464,12180 SW 8TH ST.,MIAMI,FL,https://www.cvs.com/store-locator/details-directions/002379,True,True,2024-08-01,25.760339,-80.392174
36977,Walmart Inc #Oct-78,541-632-7094,2730 Gateway St,Springfield,OR,https://www.walmart.com/store/4178,True,True,2024-08-01,44.07017,-123.046835
36978,Rite Aid #RA102348,419-337-5050,1496 NORTH SHOOP AVENUE,WAUSEON,OH,https://www.riteaid.com,True,False,2024-08-01,41.572944,-84.133578
36980,"CVS Pharmacy, Inc. #2769",718-252-3791,4901 KINGS HIGHWAY,BROOKLYN,NY,https://www.cvs.com/store-locator/details-directions/002769,True,True,2024-08-01,40.634375,-73.92891
36984,"CVS Pharmacy, Inc. #6128",580-353-1940,1016 SW LEE BLVD,LAWTON,OK,https://www.cvs.com/store-locator/details-directions/006128,True,True,2024-08-01,34.593708,-98.404117
36994,MinuteClinic #20130,1-866-389-2727,39350 9 MILE RD,NORTHVILLE,MI,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,42.454111,-83.433607
36998,Rite Aid #RA105620,619-463-9848,661 SWEETWATER ROAD,SPRING VALLEY,CA,https://www.riteaid.com,True,False,2024-08-01,32.708138,-117.010719
37004,"CVS Pharmacy, Inc. #4868",251-246-6634,813 COLLEGE AVE.,JACKSON,AL,https://www.cvs.com/store-locator/details-directions/004868,True,True,2024-08-01,31.520092,-87.896123
37007,"CVS Pharmacy, Inc. #16811",502-456-1441,3600 MALL RD,LOUISVILLE,KY,https://www.cvs.com/store-locator/details-directions/016811,True,True,2024-08-01,38.198293,-85.671259
37024,Walmart Inc #10-1368,937-544-7291,11217 State Route 41,West Union,OH,https://www.walmart.com/store/1368,True,True,2024-08-01,38.7775,-83.569436
37031,"CVS Pharmacy, Inc. #9550",951-296-6729,40365 WINCHESTER RD,TEMECULA,CA,https://www.cvs.com/store-locator/details-directions/009550,True,True,2024-08-01,33.532851,-117.152119
37033,"CVS Pharmacy, Inc. #2486",330-505-2601,1331 YOUNGSTOWN-WARREN RD,NILES,OH,https://www.cvs.com/store-locator/details-directions/002486,True,True,2024-08-01,41.205531,-80.739634
37047,"CVS Pharmacy, Inc. #1257",508-378-1370,119 BEDFORD ST.,EAST BRIDGEWATER,MA,https://www.cvs.com/store-locator/details-directions/001257,True,True,2024-08-01,42.030642,-70.959231
37050,"CVS Pharmacy, Inc. #1570",757-787-1810,25201 LANKFORD HWY.,ONLEY,VA,https://www.cvs.com/store-locator/details-directions/001570,True,True,2024-08-01,37.697813,-75.715771
37070,"CVS Pharmacy, Inc. #8447",914-637-7591,222 NORTH AVENUE,NEW ROCHELLE,NY,https://www.cvs.com/store-locator/details-directions/008447,True,True,2024-08-01,40.910281,-73.781455
37077,Rite Aid #RA110671,631-924-8500,864 MIDDLE COUNTRY ROAD,MIDDLE ISLAND,NY,https://www.riteaid.com,True,False,2024-08-01,40.88239,-72.93969
37078,Walmart Inc #10-0846,979-968-5126,1915 W. State Hwy 71,La Grange,TX,https://www.walmart.com/store/846,True,True,2024-08-01,29.900866,-96.906324
37081,Walmart Inc #10-0660,256-386-7384,301 AVALON AVE,Muscle Shoals,AL,https://www.walmart.com/store/660,True,True,2024-08-01,34.7455,-87.67407
37088,Rite Aid #RA101474,269-965-5178,1434 WEST MICHIGAN AVENUE,BATTLE CREEK,MI,https://www.riteaid.com,True,True,2024-08-01,42.344662,-85.229143
37099,MinuteClinic #20919,1-866-389-2727,1000 E TARPON AVE,TARPON SPRINGS,FL,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,28.14565,-82.739399
37100,"CVS Pharmacy, Inc. #320",201-664-1004,289 BROADWAY,WESTWOOD,NJ,https://www.cvs.com/store-locator/details-directions/000320,True,True,2024-08-01,40.990063,-74.031652
37102,"CVS Pharmacy, Inc. #317",919-233-2929,5859 TRYON ROAD,CARY,NC,https://www.cvs.com/store-locator/details-directions/000317,True,True,2024-08-01,35.745383,-78.740243
37103,Rite Aid #RA106522,559-595-1341,875 NORTH ALTA AVENUE,DINUBA,CA,https://www.riteaid.com,True,True,2024-08-01,36.55271,-119.395893
37107,Walmart Inc #5-Oct,719-687-4308,19600 E US Highway 24,Woodland Park,CO,https://www.walmart.com/store/3805,True,True,2024-08-01,38.970555,-105.038756
37111,"CVS Pharmacy, Inc. #7958",850-219-6370,3644 COOLIDGE COURT,TALLAHASSEE,FL,https://www.cvs.com/store-locator/details-directions/007958,True,True,2024-08-01,30.40188,-84.23388
37121,MinuteClinic #20785,1-866-389-2727,68 MAIN ST,ANDOVER,MA,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,42.655113,-71.139172
37122,MinuteClinic #20406,1-866-389-2727,11946 KINGSTON PIKE,FARRAGUT,TN,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,35.871219,-84.180892
37124,SAFEWAY PHARMACY #839,720-922-0749,8434 S KIPLING PKWY,Littleton,CO,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,39.563478,-105.107441
37137,"CVS Pharmacy, Inc. #10216",802-654-0772,69 MOUNTAIN VIEW DR.,COLCHESTER,VT,https://www.cvs.com/store-locator/details-directions/010216,True,True,2024-08-01,44.507006,-73.181462
37141,"CVS Pharmacy, Inc. #5026",480-654-8920,1212 S. GREENFIELD RD.,MESA,AZ,https://www.cvs.com/store-locator/details-directions/005026,True,True,2024-08-01,33.393071,-111.737199
37143,"CVS Pharmacy, Inc. #676",785-832-1112,2300 IOWA ST.,LAWRENCE,KS,https://www.cvs.com/store-locator/details-directions/000676,True,True,2024-08-01,38.94201,-95.259711
37145,Walmart Inc #10-0628,843-871-2550,9880 Dorchester Rd,Summerville,SC,https://www.walmart.com/store/628,True,True,2024-08-01,32.950211,-80.155244
37157,"CVS Pharmacy, Inc. #1214",732-872-1051,470 ROUTE 36,HIGHLANDS,NJ,https://www.cvs.com/store-locator/details-directions/001214,True,True,2024-08-01,40.405732,-74.00426
37160,"CVS Pharmacy, Inc. #6707",812-526-2487,15622 NORTH STATE RD 79 / P.O. BOX 207,EDINBURGH,IN,https://www.cvs.com/store-locator/details-directions/006707,True,True,2024-08-01,39.341128,-85.972763
37179,"CVS Pharmacy, Inc. #5744",601-264-6300,3910 HARDY ST,HATTIESBURG,MS,https://www.cvs.com/store-locator/details-directions/005744,True,True,2024-08-01,31.324544,-89.34752
37184,Publix Super Markets Inc. #184,561-304-1402,8899 Hypoluxo Rd,Lake Worth,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,26.56886,-80.187332
37188,"CVS Pharmacy, Inc. #4715",432-689-2901,5315 BRIARWOOD AVE.,MIDLAND,TX,https://www.cvs.com/store-locator/details-directions/004715,True,True,2024-08-01,32.025706,-102.161728
37192,SAFEWAY PHARMACY #1979,602-547-3883,13440 North 7th Street,Phoenix,AZ,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,33.608965,-112.066919
37196,SAV-ON PHARMACY #2303,909-425-1194,7201 BOULDER AVE,Highland,CA,https://www.albertsons.com/vaccinations/home,True,True,2024-08-01,34.123905,-117.193564
37215,"CVS Pharmacy, Inc. #17266",717-558-4151,4600 HIGH POINTE BLVD,HARRISBURG,PA,https://www.cvs.com/store-locator/details-directions/017266,True,True,2024-08-01,40.246649,-76.806247
37220,"CVS Pharmacy, Inc. #529",843-559-0871,2803 MAYBANK HWY,JOHNS ISLAND,SC,https://www.cvs.com/store-locator/details-directions/000529,True,True,2024-08-01,32.742693,-80.038342
37228,OSCO PHARMACY #3696,857-409-3410,90 CAUSEWAY ST.,BOSTON,MA,https://www.starmarket.com/vaccinations/home,True,True,2024-08-01,42.365753,-71.061467
37238,SAFEWAY PHARMACY #244,303-458-8438,3800 WEST 44TH AVENUE,Denver,CO,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,39.776098,-105.036381
37239,Walmart Inc #10-0793,806-655-2581,1701 N 23Rd St,Canyon,TX,https://www.walmart.com/store/793,True,True,2024-08-01,34.998278,-101.922505
37245,Walmart Inc #Oct-44,219-759-5811,6087 US Highway 6,Portage,IN,https://www.walmart.com/store/2544,True,True,2024-08-01,41.547815,-87.179013
37258,Rite Aid #RA100629,585-544-8210,1000 NORTH CLINTON AVENUE,ROCHESTER,NY,https://www.riteaid.com,True,False,2024-08-01,43.177108,-77.612889
37259,SAV-ON PHARMACY #4145,714-898-9669,6755 WESTMINSTER BLVD,Westminster,CA,https://www.albertsons.com/vaccinations/home,True,True,2024-08-01,33.760775,-118.009151
37266,Rite Aid #RA105832,805-239-3208,2424 SPRING STREET,PASO ROBLES,CA,https://www.riteaid.com,True,False,2024-08-01,35.639695,-120.691611
37269,H-E-B #610,281-907-7950,2121 FM 2920,SPRING,TX,https://vaccine.heb.com/,False,True,2024-08-01,30.068787,-95.450099
37275,"CVS Pharmacy, Inc. #2074",215-831-9304,4133 G ST.,PHILADELPHIA,PA,https://www.cvs.com/store-locator/details-directions/002074,True,True,2024-08-01,40.011558,-75.111756
37278,"CVS Pharmacy, Inc. #9479",760-729-8941,2510 EL CAMINO REAL,CARLSBAD,CA,https://www.cvs.com/store-locator/details-directions/009479,True,True,2024-08-01,33.179748,-117.324828
37293,Walmart Inc #10-1870,509-334-2981,1690 SE Harvest Dr,Pullman,WA,https://www.walmart.com/store/1870,True,True,2024-08-01,46.711957,-117.175689
37297,Walmart Inc #10-0725,863-422-7582,36205 Hwy 27,Haines City,FL,https://www.walmart.com/store/725,True,True,2024-08-01,28.126196,-81.636712
37304,"CVS Pharmacy, Inc. #11320",276-694-4586,301B SOUTH MAIN ST,STUART,VA,https://www.cvs.com/store-locator/details-directions/011320,True,True,2024-08-01,36.633918,-80.267186
37320,H-E-B #414,979-277-0906,2508 S. DAY ST.,BRENHAM,TX,https://vaccine.heb.com/,False,True,2024-08-01,30.144435,-96.39792
37322,"CVS Pharmacy, Inc. #3548",434-239-2696,2009 WARDS ROAD,LYNCHBURG,VA,https://www.cvs.com/store-locator/details-directions/003548,True,True,2024-08-01,37.375196,-79.186145
37334,"CVS Pharmacy, Inc. #1400",703-534-4500,1150 WEST BROAD STREET,FALLS CHURCH,VA,https://www.cvs.com/store-locator/details-directions/001400,True,True,2024-08-01,38.898455,-77.185528
37357,"CVS Pharmacy, Inc. #554",305-264-3485,690 NW 57TH AVE.,MIAMI,FL,https://www.cvs.com/store-locator/details-directions/000554,True,True,2024-08-01,25.777511,-80.288837
37362,"CVS Pharmacy, Inc. #6009",405-947-6743,5025 N. MAY AVE.,OKLAHOMA CITY,OK,https://www.cvs.com/store-locator/details-directions/006009,True,True,2024-08-01,35.521451,-97.566409
37363,"CVS Pharmacy, Inc. #6617",765-552-9565,100 N ANDERSON ST.,ELWOOD,IN,https://www.cvs.com/store-locator/details-directions/006617,True,True,2024-08-01,40.277681,-85.842465
37376,SAFEWAY PHARMACY #548,907-714-5460,44428 STERLING HIGHWAY,Soldotna,AK,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,60.484125,-151.071117
37380,Walmart Inc #Oct-88,423-242-0623,7636 Middle Valley Rd,Hixson,TN,https://www.walmart.com/store/5188,True,True,2024-08-01,35.187899,-85.189728
37382,"CVS Pharmacy, Inc. #10450",425-640-0646,19507 HIGHWAY 99,LYNNWOOD,WA,https://www.cvs.com/store-locator/details-directions/010450,True,True,2024-08-01,47.821678,-122.314166
37383,MinuteClinic #22291,1-866-389-2727,1206 N. GRAVEL PIKE,ZIEGLERSVILLE,PA,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,40.276223,-75.479895
37394,OSCO DRUG #92,773-731-9650,1655 E 95TH ST,Chicago,IL,https://www.jewelosco.com/vaccinations/home,True,True,2024-08-01,41.720305,-87.582911
37402,"CVS Pharmacy, Inc. #4491",407-438-6898,9306 NARCOOSSEE RD.,ORLANDO,FL,https://www.cvs.com/store-locator/details-directions/004491,True,True,2024-08-01,28.431735,-81.257648
37405,Walmart Inc #Oct-93,208-917-6905,795 W Overland Rd,Meridian,ID,https://www.walmart.com/store/3093,True,True,2024-08-01,43.58896,-116.402664
37410,MinuteClinic #21055,1-866-389-2727,4430 E RAY RD,PHOENIX,AZ,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,33.320917,-111.987748
37412,MinuteClinic #21638,1-866-389-2727,3001 RICHARD B RUSSELL PKWY,WARNER ROBINS,GA,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,32.580593,-83.695086
37417,Rite Aid #RA110835,716-827-8333,798 HARLEM ROAD,WEST SENECA,NY,https://www.riteaid.com,True,False,2024-08-01,42.865193,-78.787907
37423,Rite Aid #RA110270,603-886-9210,331 MAIN STREET,NASHUA,NH,https://www.riteaid.com,True,True,2024-08-01,42.750173,-71.461197
37425,"CVS Pharmacy, Inc. #4473",860-739-0276,15 CHESTERFIELD RD.,EAST LYME,CT,https://www.cvs.com/store-locator/details-directions/004473,True,True,2024-08-01,41.367462,-72.208711
37426,Walmart Inc #Oct-42,479-750-7856,1375 Market Square Dr,Springdale,AR,https://www.walmart.com/store/2742,True,True,2024-08-01,36.173409,-94.162494
37433,Rite Aid #RA105713,951-780-3343,17055 VAN BUREN BOULEVARD,RIVERSIDE,CA,https://www.riteaid.com,True,False,2024-08-01,33.881665,-117.365412
37439,MinuteClinic #21719,1-866-389-2727,2013 KELLY LN,PFLUGERVILLE,TX,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,30.468718,-97.588632
37442,MinuteClinic #21014,1-866-389-2727,3327 ROSECRANS ST,SAN DIEGO,CA,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,32.747118,-117.205968
37452,Rite Aid #RA110980,814-255-6601,1759 GOUCHER STREET,JOHNSTOWN,PA,https://www.riteaid.com,True,True,2024-08-01,40.32304,-78.954721
37453,Walmart Inc #Oct-54,813-498-4097,3671 W Hillsborough Ave,Tampa,FL,https://www.walmart.com/store/5654,True,True,2024-08-01,27.997449,-82.502891
37461,Walmart Inc #Oct-39,207-725-1176,15 Tibbetts Dr,Brunswick,ME,https://www.walmart.com/store/1939,True,True,2024-08-01,43.907151,-69.907684
37466,Stop & Shop #2818,973-838-6699,25 KINNELON ROAD,KINNELON,NJ,https://stopandshopsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,41.002807,-74.360996
37467,SAFEWAY PHARMACY #1481,410-675-3802,2610 Boston Street,Baltimore,MD,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,39.280636,-76.578714
37480,MinuteClinic #21870,1-866-389-2727,9950 E GUADALUPE RD,MESA,AZ,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,33.365117,-111.619757
37486,"CVS Pharmacy, Inc. #17119",310-819-3012,20700 AVALON BLVD STE 700,CARSON,CA,https://www.cvs.com/store-locator/details-directions/017119,True,True,2024-08-01,33.842989,-118.260024
37490,Publix Super Markets Inc. #17,803-407-0436,7320 Broad River Road,Irmo,SC,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,34.096845,-81.157418
37499,SAV-ON PHARMACY #2956,856-728-2189,515 BERLIN CROSS KEYS ROAD,Sicklerville,NJ,https://www.acmemarkets.com/vaccinations/home,True,True,2024-08-01,39.744595,-74.998132
37510,"CVS Pharmacy, Inc. #10852",508-771-4753,411 BARNSTABLE RD,HYANNIS,MA,https://www.cvs.com/store-locator/details-directions/010852,True,True,2024-08-01,41.664022,-70.287662
37516,"CVS Pharmacy, Inc. #9739",909-878-0060,42136 BIG BEAR BLVD/PO BOX 6966,BIG BEAR LAKE,CA,https://www.cvs.com/store-locator/details-directions/009739,True,True,2024-08-01,34.249329,-116.883765
37520,Rite Aid #RA110488,856-563-1599,970 NORTH MAIN ROAD,VINELAND,NJ,https://www.riteaid.com,True,False,2024-08-01,39.498934,-74.995804
37523,"CVS Pharmacy, Inc. #8382",352-873-0984,6042 SW HWY 200,OCALA,FL,https://www.cvs.com/store-locator/details-directions/008382,True,True,2024-08-01,29.115806,-82.219021
37524,"CVS Pharmacy, Inc. #6559",317-272-0242,7990 E US HIGHWAY 36,AVON,IN,https://www.cvs.com/store-locator/details-directions/006559,True,True,2024-08-01,39.763505,-86.381786
37528,"CVS Pharmacy, Inc. #686",781-843-0731,178 WASHINGTON ST.,BRAINTREE,MA,https://www.cvs.com/store-locator/details-directions/000686,True,True,2024-08-01,42.168488,-71.006668
37529,Rite Aid #RA103251,215-842-2950,3601 MIDVALE AVENUE,PHILADELPHIA,PA,https://www.riteaid.com,True,False,2024-08-01,40.012866,-75.192977
37531,"CVS Pharmacy, Inc. #10170",703-761-3924,8117 LEESBURG PIKE,VIENNA,VA,https://www.cvs.com/store-locator/details-directions/010170,True,True,2024-08-01,38.91474,-77.22638
37535,"CVS Pharmacy, Inc. #17555",267-628-3281,2450 SHOPPERS LN,WYNCOTE,PA,https://www.cvs.com/store-locator/details-directions/017555,True,True,2024-08-01,40.075979,-75.154607
37550,Rite Aid #RA111174,610-378-1465,2210 STATE HILL ROAD,WYOMISSING,PA,https://www.riteaid.com,True,False,2024-08-01,40.339415,-75.981066
37551,"CVS Pharmacy, Inc. #10483",504-949-2100,1600 ELYSIAN FIELDS AVE.,NEW ORLEANS,LA,https://www.cvs.com/store-locator/details-directions/010483,True,True,2024-08-01,29.974312,-90.057672
37552,"CVS Pharmacy, Inc. #6544",856-667-2811,"2920 RT 73 NORTH, STORE 1",MAPLE SHADE,NJ,https://www.cvs.com/store-locator/details-directions/006544,True,True,2024-08-01,39.95001,-74.985853
37555,Rite Aid #RA100726,570-346-5924,1080 S WASHINGTON AVENUE,SCRANTON,PA,https://www.riteaid.com,True,False,2024-08-01,41.39892,-75.675264
37556,"CVS Pharmacy, Inc. #1269",201-944-1214,"1681 FLETCHER AVE, LINWOOD PLAZA",FORT LEE,NJ,https://www.cvs.com/store-locator/details-directions/001269,True,True,2024-08-01,40.854931,-73.976448
37558,OSCO DRUG #157,708-422-2334,4650 W 103RD ST,Oak Lawn,IL,https://www.jewelosco.com/vaccinations/home,True,True,2024-08-01,41.706725,-87.737236
37563,Rite Aid #RA105941,707-426-4242,135 SUNSET AVENUE,SUISUN CITY,CA,https://www.riteaid.com,True,True,2024-08-01,38.245936,-122.019013
37569,Walmart Inc #1-Oct,406-494-1225,3901 Harrison Ave,Butte,MT,https://www.walmart.com/store/1901,True,True,2024-08-01,45.963485,-112.509031
37572,H-E-B #20,281-758-1155,24224 NORTHWEST FREEWAY,CYPRESS,TX,https://vaccine.heb.com/,False,True,2024-08-01,29.957476,-95.673241
37578,Publix Super Markets Inc. #1428,407-865-9924,2381 West State Rd 434,Longwood,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,28.688346,-81.404073
37579,MinuteClinic #20834,1-866-389-2727,2045 PLUM GROVE RD,ROLLING MEADOWS,IL,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,42.087927,-88.044485
37580,"CVS Pharmacy, Inc. #17241",419-609-3341,4020 MILAN RD,SANDUSKY,OH,https://www.cvs.com/store-locator/details-directions/017241,True,True,2024-08-01,41.420861,-82.674651
37598,"CVS Pharmacy, Inc. #684",317-885-2360,7930 MADISON AVE.,INDIANAPOLIS,IN,https://www.cvs.com/store-locator/details-directions/000684,True,True,2024-08-01,39.650749,-86.123254
37600,"CVS Pharmacy, Inc. #841",603-224-3189,4 HALL ST.,CONCORD,NH,https://www.cvs.com/store-locator/details-directions/000841,True,True,2024-08-01,43.194581,-71.528925
37602,"CVS Pharmacy, Inc. #2447",412-833-6029,5190 LIBRARY ROAD,BETHEL PARK,PA,https://www.cvs.com/store-locator/details-directions/002447,True,True,2024-08-01,40.334041,-80.024594
37605,Publix Super Markets Inc. #1607,407-606-0035,3221 Vineland Rd,Kissimmee,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,28.346175,-81.483427
37608,Rite Aid #RA111106,215-295-0150,600 LINCOLN HIGHWAY,FAIRLESS HILLS,PA,https://www.riteaid.com,True,True,2024-08-01,40.190176,-74.831066
37610,Walmart Inc #Oct-67,787-265-1090,975 Avenue Hostos Ste 2100,Mayaguez,PR,https://www.walmart.com/store/2067,True,True,2024-08-01,18.156294,-67.159427
37614,Rite Aid #RA110773,315-735-1252,46 KELLOGG ROAD,NEW HARTFORD,NY,https://www.riteaid.com,True,False,2024-08-01,43.05379,-75.278202
37618,Publix Super Markets Inc. #1683,941-492-6125,12165 Mercado Drive,Venice,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,27.048306,-82.321656
37619,SAFEWAY PHARMACY #350,208-263-8923,702 N. 5TH AVENUE,Sandpoint,ID,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,48.279717,-116.552444
37627,ALBERTSONS PHARMACY #199,208-433-9905,1219 S BROADWAY AVE,Boise,ID,https://www.albertsons.com/vaccinations/home,True,True,2024-08-01,43.597854,-116.195511
37629,"CVS Pharmacy, Inc. #4969",205-364-7133,"536 HUDSON DR., PO BOX 653",GORDO,AL,https://www.cvs.com/store-locator/details-directions/004969,True,True,2024-08-01,33.320365,-87.90969
37634,MinuteClinic #20786,1-866-389-2727,188 LINDEN ST,WELLESLEY,MA,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,42.301307,-71.292373
37639,Rite Aid #RA106346,562-951-1360,211 CHERRY AVENUE,LONG BEACH,CA,https://www.riteaid.com,True,False,2024-08-01,33.766973,-118.168311
37644,"CVS Pharmacy, Inc. #16400",716-639-8204,8290 TRANSIT RD,WILLIAMSVILLE,NY,https://www.cvs.com/store-locator/details-directions/016400,True,True,2024-08-01,42.995118,-78.699078
37648,"CVS Pharmacy, Inc. #9268",858-456-4833,5495 LA JOLLA BLVD,LA JOLLA,CA,https://www.cvs.com/store-locator/details-directions/009268,True,True,2024-08-01,32.812309,-117.267658
37656,Walmart Inc #10-1754,517-548-9511,3850 E Grand River Ave,Howell,MI,https://www.walmart.com/store/1754,True,True,2024-08-01,42.585541,-83.878114
37666,MinuteClinic #23043,1-866-389-2727,10155 OKEECHOBEE BLVD,WEST PALM BEACH,FL,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,26.711462,-80.203023
37667,TOM THUMB PHARMACY #3621,972-650-2090,4010 North Macarthur Blvd. Suite 100,Irving,TX,https://www.tomthumb.com/vaccinations/home,True,True,2024-08-01,32.859845,-96.957403
37676,SAV-ON PHARMACY #802,714-846-1381,16600 BOLSA CHICA STREET,Huntington Beach,CA,https://www.albertsons.com/vaccinations/home,True,True,2024-08-01,33.72114,-118.040656
37677,"CVS Pharmacy, Inc. #1504",301-330-9333,17651 REDLAND ROAD,DERWOOD,MD,https://www.cvs.com/store-locator/details-directions/001504,True,True,2024-08-01,39.145137,-77.143962
37678,MinuteClinic #21565,1-866-389-2727,315 W 75TH ST,KANSAS CITY,MO,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,38.991756,-94.592674
37685,"CVS Pharmacy, Inc. #20",508-678-9031,245 WILLIAM S. CANNING BLVD.,FALL RIVER,MA,https://www.cvs.com/store-locator/details-directions/000020,True,True,2024-08-01,41.674262,-71.162212
